4046.56,4358.33,4916.07,5460.74,5769.6,5790.66,8093.12,8716.66,9832.14,10921.48,11539.2,11581.32,12139.68,13074.99,14748.21,-4046.56,-4358.33,-4916.07,-5460.74,-5769.6,-5790.66,-8093.12,-8716.66,-9832.14,-10921.48,-11539.2,-11581.32,-12139.68,-13074.99,-14748.21,-16382.22
14.15,15.275,17.2583,19.2833,20.4167,20.5083,29.3583,31.8667,36.5667,41.4833,44.425,44.6417,47.4667,52.5917,63.8083,-14.1083,-15.2167,-17.2583,-19.1917,-20.3417,-20.4167,-29.125,-31.6,-36.225,-41.0083,-43.85,-44.0583,-46.75,-51.675,-62.1,-78.0917
